8.683214,0
9.350328,1
9.884159,2
10.4324,3
10.96655,0
11.46882,1
12.01683,2
8.437611,0
8.919977,3
9.369921,0
9.903366,3
10.75392,0
11.65343,3
12.66967,3
13.46955,0
14.38745,1
15.36975,2
16.38702,3
17.33721,2
18.45255,0
20.0703,1
21.05497,2
21.96992,3
22.96887,0
23.92025,1
24.80322,2
25.71974,3
26.70441,0
27.63613,1
28.61894,2
29.48581,3
30.52052,0
31.48684,2
34.55342,0
35.10373,0
36.01997,3
36.97024,2
37.88898,1
38.81989,0
39.78629,2
40.75232,3
42.15331,0
43.06985,2
43.98614,0
44.88708,1
45.82013,3
46.77086,2
47.70385,0
50.03622,3
50.98652,2
51.97,1
52.87065,0
53.87219,3
54.78659,2
55.71975,1
56.68642,0
57.56991,0
58.49086,1
59.47043,2
60.35286,3
61.33781,2
62.21949,1
63.27596,0
64.05267,2
65.087,1
66.25287,0
67.43714,3
68.77338,1
69.77158,2
70.6703,0
71.60412,3
